portfolio_id,first_name,last_name,email,investment_type,stock_symbol,purchase_date,purchase_price,quantity,sale_date,sale_price,profit,industry_sector,risk_level,market_cap,annual_return,exchange,Investment_strategy
556,Starlene,D'Aulby,sdaulbyff@clickbank.net,ETFs,NTRSP,10/6/2017,275.9,9754,2/12/2016,198.4,error: Field 'sale_total' not found,Healthcare,Medium,972710002,41.09,LSE,Risky
557,Gretel,Stannis,gstannisfg@marketwatch.com,Bonds,EURN,11/24/2013,610.7,1373,11/20/2020,222.27,error: Field 'sale_total' not found,Technology,Low,135269564,55.76,LSE,Medium
558,Tabina,Spatarul,tspatarulfh@imgur.com,Bonds,ANIP,6/6/2022,917.67,3919,5/22/2015,475.26,error: Field 'sale_total' not found,Technology,Low,466760953,69.16,NASDAQ,Safe
559,Nicola,Robottham,nrobotthamfi@ihg.com,Stocks,FMY,2/3/2012,287.07,6472,7/5/2013,926.34,error: Field 'sale_total' not found,Technology,High,406349792,21.52,NASDAQ,Risky
560,Grover,McLorinan,gmclorinanfj@theatlantic.com,Stocks,OUT,8/25/2010,490.16,2711,7/11/2013,755.97,error: Field 'sale_total' not found,Healthcare,Medium,260171455,41.45,LSE,Safe
561,Jacquelynn,Andreazzi,jandreazzifk@prlog.org,ETFs,UG,9/18/2014,798.35,9403,10/11/2014,659.23,error: Field 'sale_total' not found,Technology,Medium,653891288,79.01,LSE,Safe
562,Pru,Luxen,pluxenfl@addtoany.com,ETFs,ALDW,1/11/2013,410.52,8261,4/7/2017,893.58,error: Field 'sale_total' not found,Technology,High,684089246,21.84,NASDAQ,Safe
563,Bibi,Ivanonko,bivanonkofm@epa.gov,Bonds,MET,4/8/2021,372.39,6175,12/22/2013,867.27,error: Field 'sale_total' not found,Healthcare,Low,246033087,77.02,NYSE,Safe
564,Andy,Malpas,amalpasfn@yellowbook.com,ETFs,KHC,1/29/2010,434.53,8841,10/30/2022,157.6,error: Field 'sale_total' not found,Finance,Low,804954676,40.17,NASDAQ,Medium
565,Alana,Crosen,acrosenfo@sphinn.com,Bonds,MTZ,11/30/2012,849.44,9909,7/8/2012,38.62,error: Field 'sale_total' not found,Technology,Low,506106452,19.22,NYSE,Risky
566,Jacob,Byrd,jbyrdfp@globo.com,Bonds,TX,7/16/2021,300.18,4391,5/19/2018,942.53,error: Field 'sale_total' not found,Technology,Medium,943120349,58.28,NYSE,Risky
567,Bordy,Shakelady,bshakeladyfq@blogger.com,Stocks,HQL,11/20/2018,78.71,6996,11/7/2016,708.87,error: Field 'sale_total' not found,Technology,Medium,231654143,43.03,NYSE,Risky
568,Ernestine,Dominichetti,edominichettifr@noaa.gov,Bonds,MARK,9/29/2017,496.46,610,12/7/2012,536.58,error: Field 'sale_total' not found,Healthcare,High,741080793,76.28,NASDAQ,Risky
569,Emmett,Lowey,eloweyfs@dailymotion.com,ETFs,EEA,1/28/2014,4.52,676,2/3/2015,671.45,error: Field 'sale_total' not found,Finance,High,613826027,73.53,NYSE,Medium
570,Allin,Taffee,ataffeeft@tiny.cc,Bonds,EVAR,8/29/2017,862.58,7269,5/26/2022,458.7,error: Field 'sale_total' not found,Healthcare,Low,267408621,90.35,NASDAQ,Risky
571,Brunhilde,Piers,bpiersfu@timesonline.co.uk,Stocks,VRTU,4/9/2020,873.92,4392,1/5/2014,948.72,error: Field 'sale_total' not found,Technology,Low,956578609,89.35,NYSE,Safe
572,Maximilian,Scrauniage,mscrauniagefv@patch.com,ETFs,VBFC,1/28/2022,266.06,7861,8/4/2019,400.74,error: Field 'sale_total' not found,Technology,Medium,474883499,71.99,LSE,Medium
573,Molli,Antonutti,mantonuttifw@technorati.com,Stocks,JVA,8/27/2016,421.91,3319,7/7/2010,26.54,error: Field 'sale_total' not found,Technology,Medium,299240341,22.52,NYSE,Medium
574,Maurise,Rookesby,mrookesbyfx@mashable.com,ETFs,OII,1/20/2012,824.7,8254,9/4/2017,452.15,error: Field 'sale_total' not found,Healthcare,Medium,222688253,35.21,NASDAQ,Medium
575,Essy,Cawker,ecawkerfy@jiathis.com,Stocks,SUN,9/30/2022,480.09,5494,1/6/2014,126.1,error: Field 'sale_total' not found,Technology,Low,502306156,14.25,LSE,Safe
576,Ginelle,Giberd,ggiberdfz@engadget.com,ETFs,RMT,7/4/2022,859.29,1096,5/13/2020,569.83,error: Field 'sale_total' not found,Finance,Medium,989210903,84.25,LSE,Medium
577,Inna,Alyonov,ialyonovg0@chicagotribune.com,Stocks,IMRNW,2/26/2013,726.84,8753,10/4/2011,801.99,error: Field 'sale_total' not found,Finance,High,752654920,50.44,NYSE,Safe
578,Jesselyn,Sigert,jsigertg1@nsw.gov.au,ETFs,CORR^A,6/21/2020,6.96,9522,9/15/2020,661.18,error: Field 'sale_total' not found,Finance,High,118555937,38.87,LSE,Medium
579,Ina,Bownas,ibownasg2@free.fr,ETFs,BYM,3/24/2017,690.02,4634,4/16/2012,220.15,error: Field 'sale_total' not found,Finance,Low,220051963,85.52,NASDAQ,Medium
580,Emanuele,Schruurs,eschruursg3@intel.com,ETFs,KB,4/16/2019,144.08,9780,7/7/2010,201.83,error: Field 'sale_total' not found,Finance,Low,421488830,6.63,NYSE,Safe
581,Marlyn,Stickler,msticklerg4@arstechnica.com,Stocks,HOS,3/13/2016,128.58,9534,11/29/2016,342.0,error: Field 'sale_total' not found,Technology,Medium,811913767,74.85,LSE,Risky
582,Ignaz,Creamen,icreameng5@spiegel.de,Stocks,CINF,1/3/2021,456.75,7342,6/27/2011,53.16,error: Field 'sale_total' not found,Finance,Low,496242758,35.3,LSE,Safe
583,Francisca,Mazin,fmazing6@infoseek.co.jp,Stocks,JSYNW,7/19/2013,171.91,7784,11/3/2013,485.14,error: Field 'sale_total' not found,Technology,High,374054416,54.78,LSE,Risky
584,Sandro,Scotchmur,sscotchmurg7@jalbum.net,Bonds,INB,12/3/2011,307.93,1730,5/15/2012,361.76,error: Field 'sale_total' not found,Technology,High,4585237,54.9,LSE,Medium
585,Jakie,Verissimo,jverissimog8@businessweek.com,Bonds,SEE,1/3/2011,747.69,6394,10/19/2016,835.58,error: Field 'sale_total' not found,Technology,Medium,201069678,12.99,LSE,Medium
586,Dari,Linney,dlinneyg9@stumbleupon.com,Stocks,AGFSW,7/30/2021,442.89,8838,9/30/2011,778.61,error: Field 'sale_total' not found,Healthcare,Medium,50026129,34.94,NYSE,Risky
587,Tessa,Rowly,trowlyga@delicious.com,Stocks,LUK,8/24/2015,273.86,5339,2/13/2012,871.15,error: Field 'sale_total' not found,Healthcare,High,66870450,23.54,NASDAQ,Safe
588,Fawn,Paige,fpaigegb@phoca.cz,Bonds,BRS,9/27/2015,3.94,3088,5/18/2010,591.02,error: Field 'sale_total' not found,Technology,Low,925511642,47.58,NYSE,Safe
589,Danni,Esmonde,desmondegc@tamu.edu,ETFs,OESX,9/18/2010,646.35,8286,10/13/2010,290.29,error: Field 'sale_total' not found,Healthcare,High,834018985,5.78,NASDAQ,Safe
590,Betti,Goghin,bgoghingd@a8.net,Stocks,MET,3/7/2014,655.86,5177,7/2/2016,17.17,error: Field 'sale_total' not found,Finance,High,116387626,47.59,NASDAQ,Safe
591,Abbe,Tinman,atinmange@xing.com,Stocks,CREG,12/22/2011,603.61,6250,8/8/2016,508.41,error: Field 'sale_total' not found,Technology,High,95596744,3.19,NASDAQ,Medium
592,Abey,Topp,atoppgf@hud.gov,ETFs,SNHNI,7/10/2021,27.48,9844,9/14/2012,645.43,error: Field 'sale_total' not found,Technology,High,814597414,17.73,NASDAQ,Safe
593,Lurette,McRinn,lmcrinngg@mac.com,ETFs,BBY,6/21/2011,418.68,4272,5/3/2017,512.28,error: Field 'sale_total' not found,Healthcare,Medium,394960131,83.15,NYSE,Risky
594,Solomon,Burnham,sburnhamgh@eventbrite.com,ETFs,ECR,9/2/2012,940.81,1667,10/6/2012,978.3,error: Field 'sale_total' not found,Technology,Low,968961269,7.84,LSE,Risky
595,Kattie,Forsyth,kforsythgi@livejournal.com,Stocks,RVSB,7/24/2012,743.99,3309,6/6/2016,149.87,error: Field 'sale_total' not found,Healthcare,High,566742577,56.5,LSE,Safe
596,Bobbie,Mumbeson,bmumbesongj@jigsy.com,ETFs,APAM,2/12/2012,265.51,1613,10/19/2016,903.9,error: Field 'sale_total' not found,Healthcare,High,375941929,87.91,NASDAQ,Risky
597,Cherilynn,Nequest,cnequestgk@alibaba.com,Bonds,HSEB,1/15/2020,895.24,3894,7/4/2015,827.61,error: Field 'sale_total' not found,Healthcare,Medium,403420407,80.3,NASDAQ,Safe
598,Stefania,Stairs,sstairsgl@yolasite.com,Bonds,QQQ,2/10/2012,187.47,9342,2/21/2016,504.14,error: Field 'sale_total' not found,Finance,High,631656424,96.26,LSE,Safe
599,Clotilda,Heinke,cheinkegm@freewebs.com,ETFs,HOLX,2/1/2016,819.46,5450,9/1/2021,111.09,error: Field 'sale_total' not found,Finance,High,424175428,1.9,LSE,Risky
600,Saloma,Skelhorn,sskelhorngn@unblog.fr,ETFs,WMIH,10/18/2021,5.95,6182,12/7/2020,787.84,error: Field 'sale_total' not found,Finance,High,806978202,45.52,LSE,Medium
601,Scottie,Collett,scollettgo@photobucket.com,ETFs,ORCL,7/30/2017,168.11,8737,11/11/2010,624.64,error: Field 'sale_total' not found,Finance,High,316201265,32.35,NYSE,Medium
602,Hurleigh,Copplestone,hcopplestonegp@alibaba.com,Bonds,WHG,10/17/2021,87.5,6773,12/22/2017,94.92,error: Field 'sale_total' not found,Technology,Medium,767554366,9.64,NASDAQ,Medium
603,Lorilyn,Pettett,lpettettgq@wp.com,ETFs,NTRP,10/29/2016,92.38,1516,9/30/2015,297.86,error: Field 'sale_total' not found,Finance,High,206514533,75.56,LSE,Medium
604,Lettie,Gosdin,lgosdingr@apple.com,Bonds,MAR,7/25/2020,466.37,1286,12/25/2020,21.37,error: Field 'sale_total' not found,Technology,Medium,32080058,72.45,LSE,Safe
605,Marietta,Mephan,mmephangs@ca.gov,Stocks,BK^C,10/29/2010,610.7,5071,1/4/2014,267.06,error: Field 'sale_total' not found,Technology,Low,320875796,85.33,NYSE,Safe
606,Marianne,Tidbold,mtidboldgt@github.com,Stocks,ALGT,3/14/2012,173.64,9765,5/31/2010,494.04,error: Field 'sale_total' not found,Healthcare,High,797626196,85.07,NYSE,Medium
607,Kala,Phillpotts,kphillpottsgu@sogou.com,Bonds,LDP,5/16/2016,565.93,2720,4/28/2010,629.31,error: Field 'sale_total' not found,Healthcare,Medium,809365185,64.46,LSE,Safe
608,Tobey,Corkill,tcorkillgv@wikipedia.org,ETFs,EEFT,9/12/2020,611.71,6933,12/12/2011,328.52,error: Field 'sale_total' not found,Technology,Low,565349879,83.86,LSE,Risky
609,Rosita,Shacklady,rshackladygw@jalbum.net,ETFs,UBNT,8/20/2016,698.06,5652,11/4/2014,361.74,error: Field 'sale_total' not found,Healthcare,Low,290446847,60.53,LSE,Risky
610,Budd,Shrimplin,bshrimplingx@huffingtonpost.com,Bonds,DEA,10/1/2021,105.27,5692,6/5/2018,503.93,error: Field 'sale_total' not found,Technology,Medium,388235108,19.73,NYSE,Safe
611,Caitlin,Shemwell,cshemwellgy@homestead.com,ETFs,WMIH,10/9/2020,211.57,3663,7/18/2020,772.19,error: Field 'sale_total' not found,Healthcare,High,820051552,21.88,LSE,Risky
612,Keven,Wackley,kwackleygz@macromedia.com,ETFs,GS^N,7/15/2022,71.6,6659,3/2/2010,317.64,error: Field 'sale_total' not found,Finance,Medium,216939766,6.99,NYSE,Risky
613,Petronella,Gronauer,pgronauerh0@unicef.org,Stocks,ROLL,6/1/2016,65.23,5984,6/4/2012,732.11,error: Field 'sale_total' not found,Technology,Medium,185933913,83.35,LSE,Safe
614,Germaine,Bartkiewicz,gbartkiewiczh1@washingtonpost.com,Bonds,FTC,1/24/2016,594.5,6515,2/3/2013,72.29,error: Field 'sale_total' not found,Finance,Medium,894506893,82.03,NASDAQ,Safe
615,Muire,Bonson,mbonsonh2@latimes.com,Stocks,SRUNU,7/11/2014,672.74,7829,11/12/2021,889.86,error: Field 'sale_total' not found,Finance,High,210530712,92.58,LSE,Risky
616,Lee,Oyley,loyleyh3@domainmarket.com,Stocks,PRIM,12/5/2013,795.2,7754,3/6/2019,108.98,error: Field 'sale_total' not found,Technology,Medium,811018846,53.65,NASDAQ,Risky
617,Cari,Saxton,csaxtonh4@163.com,Stocks,CEO,1/29/2012,737.09,1027,3/4/2022,988.6,error: Field 'sale_total' not found,Technology,Medium,79633527,38.94,LSE,Safe
618,Raymund,Throssell,rthrossellh5@intel.com,Bonds,CMS^B,8/26/2018,150.27,7978,2/19/2010,341.84,error: Field 'sale_total' not found,Finance,High,829300001,25.68,NASDAQ,Medium
619,Damon,Hiom,dhiomh6@sphinn.com,Bonds,UPL,7/5/2020,69.42,295,3/12/2022,341.88,error: Field 'sale_total' not found,Finance,High,446092708,96.41,NYSE,Medium
620,Gordan,Lambrechts,glambrechtsh7@noaa.gov,Bonds,TAST,10/21/2019,558.52,3784,10/24/2015,363.51,error: Field 'sale_total' not found,Healthcare,Medium,596997552,84.89,NYSE,Safe
621,Alvan,Flello,aflelloh8@sakura.ne.jp,Bonds,WASH,10/6/2013,948.38,3229,6/28/2011,430.78,error: Field 'sale_total' not found,Healthcare,Medium,749426294,88.14,NASDAQ,Risky
622,Bambi,Parrot,bparroth9@globo.com,Stocks,DNBF,6/14/2015,315.42,4018,10/14/2012,803.4,error: Field 'sale_total' not found,Healthcare,Low,576519831,48.6,NYSE,Safe
623,Hailee,Cagan,hcaganha@acquirethisname.com,Bonds,APF,9/7/2020,606.68,8220,4/22/2022,509.95,error: Field 'sale_total' not found,Healthcare,Low,352302049,81.22,NASDAQ,Medium
624,Darrin,Elcoate,delcoatehb@cpanel.net,Stocks,KRA,11/22/2020,130.52,1959,9/19/2019,903.89,error: Field 'sale_total' not found,Healthcare,Low,329216751,49.92,NASDAQ,Risky
625,Eben,Tal,etalhc@moonfruit.com,Stocks,TLRD,3/28/2020,129.78,931,10/1/2018,589.64,error: Field 'sale_total' not found,Healthcare,Low,172865131,89.59,LSE,Safe
626,Myles,Greeding,mgreedinghd@soundcloud.com,Bonds,BDN,7/15/2014,442.17,2376,11/29/2014,141.71,error: Field 'sale_total' not found,Healthcare,Low,79077269,43.84,NASDAQ,Safe
627,Lorilee,Labitt,llabitthe@infoseek.co.jp,Stocks,RRGB,10/22/2020,793.1,2900,7/31/2016,903.73,error: Field 'sale_total' not found,Healthcare,High,34700015,83.85,NYSE,Medium
628,Trev,Abrehart,tabreharthf@columbia.edu,ETFs,NRCIA,6/11/2014,740.58,7097,3/25/2012,918.35,error: Field 'sale_total' not found,Technology,High,290906445,18.61,NYSE,Risky
629,Johnathan,Silly,jsillyhg@chron.com,ETFs,FGM,9/26/2012,702.83,8980,1/3/2014,712.25,error: Field 'sale_total' not found,Healthcare,Low,360042084,45.02,NASDAQ,Risky
630,Rani,Forsaith,rforsaithhh@multiply.com,ETFs,NNI,4/25/2012,63.85,6766,5/14/2017,449.53,error: Field 'sale_total' not found,Finance,Medium,573334193,31.42,NASDAQ,Safe
631,Theda,Kinker,tkinkerhi@sohu.com,ETFs,GHM,9/17/2015,70.74,9273,4/16/2019,60.58,error: Field 'sale_total' not found,Healthcare,High,539876137,25.78,LSE,Medium
632,Sadye,Ragbourn,sragbournhj@simplemachines.org,Bonds,KIM^J,10/17/2019,805.79,4550,7/22/2011,305.9,error: Field 'sale_total' not found,Finance,Medium,53993463,96.38,LSE,Safe
633,Viviene,McKague,vmckaguehk@techcrunch.com,Bonds,REXR,12/2/2019,946.44,4238,6/5/2020,24.38,error: Field 'sale_total' not found,Healthcare,High,679578940,69.71,NASDAQ,Risky
634,Henderson,Ungerecht,hungerechthl@statcounter.com,ETFs,EBIO,5/1/2018,609.64,673,3/1/2018,346.88,error: Field 'sale_total' not found,Finance,High,65447966,3.46,LSE,Safe
635,Karee,Sterman,kstermanhm@webeden.co.uk,ETFs,NW^C,8/28/2010,897.27,1544,7/24/2011,791.87,error: Field 'sale_total' not found,Healthcare,Medium,85187974,89.86,LSE,Risky
636,Carmina,Langland,clanglandhn@sohu.com,Bonds,EUFN,1/23/2019,770.43,9163,4/3/2019,407.35,error: Field 'sale_total' not found,Healthcare,High,519340901,90.9,NASDAQ,Risky
637,Aldus,Flacknoe,aflacknoeho@istockphoto.com,Bonds,TCBIP,11/17/2013,575.38,3906,9/5/2019,104.24,error: Field 'sale_total' not found,Healthcare,High,30236868,32.97,LSE,Medium
638,Janeczka,Petracek,jpetracekhp@aol.com,ETFs,WRK,5/24/2017,443.54,7167,7/15/2015,93.88,error: Field 'sale_total' not found,Healthcare,High,298366603,83.14,NASDAQ,Risky
639,Phaedra,Stelli,pstellihq@ifeng.com,Bonds,AYX,6/25/2015,334.22,1870,8/26/2019,645.56,error: Field 'sale_total' not found,Technology,High,207394851,52.44,NYSE,Safe
640,Aggy,Whannel,awhannelhr@ed.gov,Stocks,KMT,8/20/2010,550.95,3997,10/1/2018,21.65,error: Field 'sale_total' not found,Technology,Low,369827194,53.08,NASDAQ,Risky
641,Flemming,Casier,fcasierhs@ed.gov,Stocks,LMRK,5/20/2014,231.44,6774,1/11/2022,815.86,error: Field 'sale_total' not found,Healthcare,Medium,211402354,60.48,NASDAQ,Risky
642,Martha,Sharpous,msharpousht@comcast.net,ETFs,SBRA,4/18/2012,374.6,7100,4/9/2021,930.22,error: Field 'sale_total' not found,Technology,Low,92782328,79.27,LSE,Safe
643,Stella,Goodbur,sgoodburhu@census.gov,Stocks,RIC,8/4/2014,527.42,8725,6/17/2011,891.55,error: Field 'sale_total' not found,Healthcare,Medium,477087342,57.7,NASDAQ,Risky
644,Roselin,Westbury,rwestburyhv@gov.uk,ETFs,GNE,2/20/2017,19.43,4498,12/19/2018,169.08,error: Field 'sale_total' not found,Healthcare,Medium,504512387,7.59,NYSE,Safe
645,Ranee,Crowdson,rcrowdsonhw@si.edu,ETFs,SLF,9/9/2019,872.38,8700,8/7/2020,905.45,error: Field 'sale_total' not found,Finance,High,250693864,74.22,NYSE,Medium
646,Ebony,Stote,estotehx@tuttocitta.it,ETFs,WAB,1/13/2017,229.83,5671,4/6/2013,591.84,error: Field 'sale_total' not found,Technology,Low,821133179,22.19,NYSE,Safe
647,Jojo,Nutt,jnutthy@businesswire.com,Bonds,HOVNP,11/12/2012,625.71,955,2/28/2017,278.58,error: Field 'sale_total' not found,Finance,Low,514324278,7.59,NASDAQ,Safe
648,Darryl,Vasile,dvasilehz@friendfeed.com,Bonds,TRTN,1/19/2014,893.18,2626,7/9/2013,263.31,error: Field 'sale_total' not found,Finance,Low,998398021,75.9,LSE,Risky
649,Deane,Loble,dloblei0@tripadvisor.com,Bonds,ROCK,10/20/2012,178.56,8969,1/27/2012,664.82,error: Field 'sale_total' not found,Finance,High,17355180,8.28,LSE,Medium
650,Arlyn,Pettie,apettiei1@etsy.com,Bonds,AOI,4/25/2011,744.95,578,12/2/2021,473.02,error: Field 'sale_total' not found,Finance,High,153945487,52.04,NYSE,Safe
651,Clarinda,Scranney,cscranneyi2@ocn.ne.jp,Bonds,QQQC,4/17/2016,858.76,6730,7/10/2015,337.56,error: Field 'sale_total' not found,Finance,High,758027105,70.04,NASDAQ,Safe
652,Selene,Vasilic,svasilici3@cbslocal.com,Bonds,TPGE.U,10/7/2018,51.39,8221,1/29/2016,512.12,error: Field 'sale_total' not found,Finance,High,901450015,44.7,NASDAQ,Risky
653,Immanuel,Cortese,icortesei4@mit.edu,Stocks,MSM,12/21/2014,299.48,5511,4/1/2021,181.01,error: Field 'sale_total' not found,Finance,Medium,67605873,77.28,NASDAQ,Risky
654,Sly,Kelloway,skellowayi5@google.com.hk,Stocks,TCO^J,9/17/2021,716.05,150,3/1/2015,82.99,error: Field 'sale_total' not found,Technology,Low,434727697,73.42,NYSE,Safe
655,Gillan,Picheford,gpichefordi6@seesaa.net,Stocks,VNO^K,4/8/2013,254.62,6529,12/12/2011,501.02,error: Field 'sale_total' not found,Finance,Medium,388736389,96.6,NASDAQ,Medium
656,Munmro,Wellard,mwellardi7@cnn.com,ETFs,ALG,6/19/2021,653.87,8049,12/5/2012,921.81,error: Field 'sale_total' not found,Technology,Medium,538571200,3.12,NYSE,Risky
657,Dag,Greig,dgreigi8@elegantthemes.com,ETFs,NNN,5/23/2022,748.9,7200,1/4/2019,567.17,error: Field 'sale_total' not found,Technology,High,721292788,68.84,NYSE,Medium
658,Miguelita,Luxford,mluxfordi9@geocities.com,Bonds,UNXL,4/28/2016,81.85,9635,7/11/2011,580.43,error: Field 'sale_total' not found,Technology,Low,616820826,60.25,LSE,Risky
659,Agnella,Southan,asouthania@mapquest.com,Stocks,CSTR,4/3/2017,645.04,7220,9/22/2020,995.25,error: Field 'sale_total' not found,Healthcare,Low,633337394,59.69,NYSE,Risky
660,Eward,Discombe,ediscombeib@163.com,Bonds,MCR,6/8/2020,37.92,3452,7/21/2022,167.68,error: Field 'sale_total' not found,Finance,Medium,127872021,85.16,NASDAQ,Medium
661,Major,Spradbrow,mspradbrowic@utexas.edu,Bonds,TST,12/30/2015,835.23,6222,4/16/2011,778.32,error: Field 'sale_total' not found,Technology,Low,267938012,67.21,NASDAQ,Risky
662,Percy,Enochsson,penochssonid@amazonaws.com,Bonds,INSY,8/15/2020,212.42,3992,9/13/2013,262.75,error: Field 'sale_total' not found,Finance,Medium,494799060,97.59,NYSE,Safe
663,Matty,Antonoyev,mantonoyevie@examiner.com,Bonds,FTXN,1/7/2015,303.12,3507,11/10/2018,797.71,error: Field 'sale_total' not found,Finance,High,99166717,95.09,NYSE,Medium
664,Odetta,Skerme,oskermeif@addtoany.com,ETFs,COHR,12/3/2020,213.05,1324,12/5/2016,282.49,error: Field 'sale_total' not found,Finance,Medium,906223951,3.71,LSE,Risky
665,Hamil,Reese,hreeseig@jimdo.com,Stocks,WIRE,7/6/2022,88.61,5467,2/1/2021,791.97,error: Field 'sale_total' not found,Healthcare,High,888613054,4.44,LSE,Safe
666,Harlie,Dur,hdurih@sciencedaily.com,ETFs,ZYME,11/16/2021,517.08,6693,2/12/2014,349.32,error: Field 'sale_total' not found,Technology,High,145885808,74.75,NASDAQ,Risky
667,Hynda,Fisby,hfisbyii@so-net.ne.jp,ETFs,DGICA,12/20/2015,594.28,4400,11/2/2010,79.14,error: Field 'sale_total' not found,Finance,High,519065129,71.51,NASDAQ,Medium
668,Carlene,Nowell,cnowellij@digg.com,ETFs,LEO,2/16/2015,555.63,396,5/11/2015,955.06,error: Field 'sale_total' not found,Technology,High,74332330,74.42,NASDAQ,Medium
669,Alric,Ianetti,aianettiik@bravesites.com,ETFs,STNG,7/6/2016,636.37,9439,3/13/2012,349.26,error: Field 'sale_total' not found,Healthcare,High,730701365,56.89,NYSE,Medium
670,Shepperd,Mycock,smycockil@google.com.au,ETFs,WFBI,1/12/2022,197.13,5991,6/22/2021,729.58,error: Field 'sale_total' not found,Healthcare,Medium,398162916,58.55,NYSE,Risky
671,Jaymie,Cockett,jcockettim@umich.edu,ETFs,CPF,9/22/2018,893.83,6563,8/10/2012,779.45,error: Field 'sale_total' not found,Healthcare,Medium,830950010,63.23,NYSE,Safe
672,Allistir,Domingues,adominguesin@cam.ac.uk,Stocks,COTY,12/8/2011,631.49,1011,12/26/2020,764.67,error: Field 'sale_total' not found,Finance,Medium,278588464,42.51,NYSE,Medium
673,Roxi,Josefsen,rjosefsenio@xing.com,Stocks,RAD,4/27/2015,618.5,5760,2/10/2016,336.72,error: Field 'sale_total' not found,Healthcare,Low,325545597,79.7,NYSE,Safe
674,Gwendolyn,Hirjak,ghirjakip@tmall.com,Stocks,DYSL,7/13/2016,248.04,354,3/10/2012,424.16,error: Field 'sale_total' not found,Technology,Medium,908744593,35.83,LSE,Medium
675,Griz,Work,gworkiq@noaa.gov,ETFs,MRAM,12/16/2011,987.89,6472,10/1/2020,178.92,error: Field 'sale_total' not found,Healthcare,High,158625858,88.8,LSE,Medium
676,Kit,Forshaw,kforshawir@wisc.edu,ETFs,ERJ,3/3/2022,228.54,9734,2/9/2020,274.5,error: Field 'sale_total' not found,Technology,Low,62470561,57.12,LSE,Risky
677,Jenine,Shilliday,jshillidayis@csmonitor.com,ETFs,PBYI,2/9/2020,818.64,6113,8/3/2021,221.62,error: Field 'sale_total' not found,Healthcare,Low,783676576,64.22,NYSE,Risky
678,Demetris,Mawne,dmawneit@archive.org,Stocks,AIMT,8/17/2010,855.9,568,12/19/2012,918.78,error: Field 'sale_total' not found,Finance,High,463777899,7.29,NYSE,Medium
679,Ashleigh,Edinboro,aedinboroiu@hc360.com,Bonds,MSFT,1/18/2020,529.06,9274,5/24/2021,441.63,error: Field 'sale_total' not found,Technology,High,396506623,38.47,NYSE,Medium
680,Fianna,Le Huquet,flehuquetiv@indiatimes.com,Bonds,TPIC,12/23/2015,254.52,5445,5/28/2019,861.69,error: Field 'sale_total' not found,Finance,Medium,374071616,49.47,NYSE,Risky
681,Jamey,Sumnall,jsumnalliw@psu.edu,ETFs,FDC,7/12/2020,953.11,5006,12/25/2018,769.51,error: Field 'sale_total' not found,Healthcare,Low,818604649,92.29,NYSE,Risky
682,Maressa,Edgcumbe,medgcumbeix@chronoengine.com,ETFs,TLI,9/29/2016,20.03,9719,7/19/2019,884.84,error: Field 'sale_total' not found,Finance,Medium,878249493,71.52,NASDAQ,Safe
683,Gunter,Bearcroft,gbearcroftiy@wordpress.org,Bonds,INSW,2/15/2012,47.32,8691,3/1/2017,674.26,error: Field 'sale_total' not found,Healthcare,Medium,626485500,45.33,NASDAQ,Medium
684,Teddi,Bann,tbanniz@google.co.jp,Bonds,CHTR,5/6/2016,915.47,9112,7/7/2020,772.8,error: Field 'sale_total' not found,Technology,High,24704616,3.25,NYSE,Risky
685,Janessa,MacGregor,jmacgregorj0@soup.io,Bonds,KALV,8/16/2017,686.94,437,4/28/2018,777.24,error: Field 'sale_total' not found,Finance,Medium,371188020,88.01,NASDAQ,Medium
686,Janela,Le Brun,jlebrunj1@hostgator.com,Bonds,CNA,1/24/2010,322.13,965,4/23/2015,560.53,error: Field 'sale_total' not found,Healthcare,High,963120640,39.75,LSE,Safe
687,Queenie,Lavigne,qlavignej2@lycos.com,Bonds,HAS,3/28/2013,623.2,1193,5/4/2012,68.02,error: Field 'sale_total' not found,Finance,Low,977184620,58.36,LSE,Medium
688,Ianthe,Lindbergh,ilindberghj3@dion.ne.jp,Stocks,WU,8/31/2010,932.31,8069,12/9/2015,66.38,error: Field 'sale_total' not found,Finance,High,105746049,73.49,NYSE,Safe
689,Vikki,Bosket,vbosketj4@google.co.uk,Bonds,IEP,10/25/2019,394.58,5410,7/30/2012,938.22,error: Field 'sale_total' not found,Healthcare,Low,274033819,18.34,NASDAQ,Safe
690,Korey,Teml,ktemlj5@devhub.com,ETFs,SBGL,6/9/2017,706.83,3960,5/22/2015,753.59,error: Field 'sale_total' not found,Finance,Medium,874331005,21.96,LSE,Risky
691,Caresse,Cuzen,ccuzenj6@microsoft.com,Stocks,CPAC,5/27/2013,677.17,2200,6/28/2020,668.0,error: Field 'sale_total' not found,Finance,Medium,725900554,41.51,NYSE,Medium
692,Sibby,Doerrling,sdoerrlingj7@aol.com,Bonds,SPNE,3/29/2010,807.04,392,2/4/2012,99.98,error: Field 'sale_total' not found,Healthcare,Low,395567133,57.05,NYSE,Medium
693,Sanderson,Walster,swalsterj8@state.gov,Stocks,TWMC,8/25/2017,457.62,2620,2/15/2018,840.5,error: Field 'sale_total' not found,Healthcare,Low,157599179,71.25,LSE,Risky
694,Ram,Vatcher,rvatcherj9@google.es,Stocks,PAACU,9/1/2021,429.52,7700,9/25/2016,316.67,error: Field 'sale_total' not found,Technology,Medium,77852987,69.09,LSE,Safe
